UF;COD_UF;CÓDI52;NOME;População;IDHM;IDHM_Renda;IDHM_Longevidade;IDHM_Educação
PE;26;2606903;Iguaraci;12.137;0.598;0.580;0.770;0.480
PE;26;2607604;Ilha de Itamaracá;24.888;0.653;0.627;0.809;0.548
PE;26;2607000;Inajá;21.932;0.705;0.676;0.807;0.641
PE;26;2607109;Ingazeira;4.556;0.608;0.575;0.766;0.510
PE;26;2607208;Ipojuca;91.341;0.619;0.613;0.774;0.499
PE;26;2607307;Ipubi;29.721;0.550;0.541;0.712;0.433
PE;26;2607406;Itacuruba;4.754;0.595;0.567;0.712;0.523
PE;26;2607505;Itaíba;26.412;0.510;0.531;0.688;0.364
PE;26;2607653;Itambé;36.278;0.746;0.691;0.854;0.703
PE;26;2607703;Itapetim;13.780;0.592;0.598;0.704;0.494
PE;26;2607752;Itapissuma;25.798;0.633;0.589;0.764;0.564
PE;26;2607802;Itaquitinga;16.753;0.586;0.554;0.715;0.509
PE;26;2607901;Jaboatão dos Guararapes;686.122;0.717;0.692;0.830;0.642
PE;26;2607950;Jaqueira;11.664;0.575;0.557;0.751;0.454
PE;26;2608008;Jataúba;16.858;0.530;0.549;0.712;0.381
PE;26;2608057;Jatobá;14.587;0.645;0.604;0.775;0.573
PE;26;2608107;João Alfredo;32.939;0.576;0.569;0.720;0.466
PE;26;2608206;Joaquim Nabuco;16.021;0.554;0.561;0.676;0.449
PE;26;2608255;Jucati;11.202;0.550;0.541;0.681;0.451
PE;26;2608305;Jupi;14.525;0.575;0.560;0.698;0.487
PE;26;2608404;Jurema;15.171;0.555;0.511;0.767;0.435
PE;26;2608453;Lagoa do Carro;17.454;0.609;0.566;0.789;0.505
PE;26;2608503;Lagoa de Itaenga;21.276;0.602;0.555;0.774;0.509
PE;26;2608602;Lagoa do Ouro;12.865;0.525;0.536;0.733;0.369
PE;26;2608701;Lagoa dos Gatos;16.161;0.551;0.555;0.725;0.416
PE;26;2608750;Lagoa Grande;24.757;0.679;0.678;0.812;0.568
PE;26;2608800;Lajedo;39.240;0.611;0.599;0.758;0.503
PE;26;2608909;Limoeiro;56.269;0.663;0.628;0.797;0.583
PE;26;2609006;Macaparana;25.011;0.609;0.571;0.778;0.508
PE;26;2609105;Machados;15.313;0.578;0.541;0.767;0.466
PE;26;2609154;Manari;20.302;0.487;0.477;0.682;0.354
PE;26;2609204;Maraial;11.711;0.534;0.541;0.698;0.403
PE;26;2609303;Mirandiba;15.098;0.591;0.512;0.769;0.525
PE;26;2614303;Moreilândia;11.242;0.600;0.522;0.768;0.540
PE;26;2609402;Moreno;61.016;0.652;0.610;0.805;0.564
PE;26;2609501;Nazaré da Mata;32.064;0.662;0.608;0.789;0.604
PE;26;2609600;Olinda;389.494;0.735;0.704;0.836;0.675
PE;26;2609709;Orobó;23.663;0.610;0.545;0.787;0.528
PE;26;2609808;Orocó;14.445;0.610;0.536;0.766;0.553
PE;26;2609907;Ouricuri;67.676;0.572;0.578;0.773;0.419
PE;26;2610004;Palmares;62.300;0.622;0.588;0.744;0.550
PE;26;2610103;Palmeirina;7.969;0.549;0.554;0.681;0.438
PE;26;2610202;Panelas;26.464;0.569;0.546;0.778;0.433
PE;26;2610301;Paranatama;11.357;0.537;0.528;0.703;0.418
PE;26;2610400;Parnamirim;21.193;0.766;0.750;0.825;0.726
PE;26;2610509;Passira;28.982;0.592;0.559;0.763;0.487
PE;26;2610608;Paudalho;55.028;0.639;0.612;0.782;0.545
PE;26;2610707;Paulista;322.730;0.732;0.673;0.830;0.703
PE;26;2610806;Pedra;22.401;0.567;0.550;0.743;0.445
PE;26;2610905;Pesqueira;66.153;0.610;0.597;0.751;0.506
PE;26;2611002;Petrolândia;35.342;0.716;0.740;0.802;0.618
PE;26;2611101;Petrolina;331.951;0.697;0.695;0.799;0.611
PE;26;2611200;Poção;11.265;0.528;0.542;0.677;0.402
PE;26;2611309;Pombos;26.841;0.598;0.584;0.790;0.463
PE;26;2611408;Primavera;14.509;0.580;0.572;0.767;0.444
PE;26;2611507;Quipapá;25.536;0.552;0.530;0.743;0.427
PE;26;2611533;Quixaba;6.823;0.577;0.530;0.752;0.482
PE;26;2611606;Recife;1.617.183;0.772;0.798;0.825;0.698
PE;26;2611705;Riacho das Almas;20.177;0.570;0.586;0.757;0.418
PE;26;2611804;Ribeirão;46.659;0.602;0.595;0.711;0.516
PE;26;2611903;Rio Formoso;23.181;0.613;0.562;0.809;0.506
PE;26;2612000;Sairé;10.437;0.585;0.581;0.784;0.440
PE;26;2612109;Salgadinho;10.423;0.563;0.531;0.739;0.454
PE;26;2612208;Salgueiro;59.769;0.669;0.645;0.799;0.580
PE;26;2612307;Saloá;15.742;0.559;0.559;0.744;0.421
PE;26;2612406;Sanharó;25.047;0.603;0.564;0.758;0.514
PE;26;2612455;Santa Cruz;14.857;0.635;0.597;0.761;0.564
PE;26;2612471;Santa Cruz da Baixa Verde;12.375;0.612;0.557;0.786;0.523
PE;26;2612505;Santa Cruz do Capibaribe;101.485;0.648;0.667;0.806;0.506
PE;26;2612554;Santa Filomena;14.172;0.544;0.530;0.789;0.385
PE;26;2612604;Santa Maria da Boa Vista;41.293;0.590;0.564;0.773;0.472
PE;26;2612703;Santa Maria do Cambucá;13.826;0.548;0.571;0.735;0.393
PE;26;2612802;Santa Terezinha;11.627;0.669;0.637;0.817;0.575
PE;26;2612901;São Benedito do Sul;15.305;0.530;0.499;0.736;0.406
PE;26;2613008;São Bento do Una;57.659;0.593;0.593;0.789;0.446
PE;26;2613107;São Caitano;36.763;0.591;0.583;0.756;0.469
PE;26;2613206;São João;22.403;0.727;0.695;0.838;0.660
PE;26;2613305;São Joaquim do Monte;21.171;0.537;0.549;0.741;0.381
PE;26;2613404;São José da Coroa Grande;20.335;0.608;0.585;0.736;0.522
PE;26;2613503;São José do Belmonte;33.677;0.610;0.569;0.769;0.520
PE;26;2613602;São José do Egito;33.365;0.635;0.602;0.769;0.554
PE;26;2613701;São Lourenço da Mata;110.264;0.653;0.614;0.793;0.571
PE;26;2613800;São Vicente Ferrer;17.763;0.592;0.504;0.762;0.541
PE;26;2613909;Serra Talhada;84.352;0.661;0.632;0.800;0.571
PE;26;2614006;Serrita;19.017;0.595;0.542;0.760;0.512
PE;26;2614105;Sertânia;35.367;0.613;0.601;0.752;0.510
PE;26;2614204;Sirinhaém;44.187;0.597;0.568;0.763;0.492
PE;26;2614402;Solidão;5.949;0.585;0.547;0.755;0.485
PE;26;2614501;Surubim;63.166;0.635;0.617;0.756;0.548
PE;26;2614600;Tabira;27.958;0.605;0.570;0.770;0.504
PE;26;2614709;Tacaimbó;12.891;0.554;0.536;0.748;0.423
PE;26;2614808;Tacaratu;24.626;0.573;0.521;0.711;0.507
PE;26;2614857;Tamandaré;22.591;0.593;0.583;0.745;0.479
PE;26;2615003;Taquaritinga do Norte;27.592;0.641;0.636;0.796;0.520
PE;26;2615102;Terezinha;7.057;0.545;0.536;0.711;0.425
PE;26;2615201;Terra Nova;10.185;0.599;0.545;0.741;0.533
PE;26;2615300;Timbaúba;53.581;0.618;0.592;0.769;0.519
PE;26;2615409;Toritama;42.123;0.618;0.655;0.797;0.452
PE;26;2615508;Tracunhaém;13.596;0.605;0.567;0.776;0.504
PE;26;2615607;Trindade;29.519;0.699;0.682;0.822;0.608
PE;26;2615706;Triunfo;15.250;0.733;0.717;0.873;0.629
PE;26;2615805;Tupanatinga;26.454;0.519;0.494;0.747;0.379
PE;26;2615904;Tuparetama;8.149;0.634;0.612;0.749;0.557
PE;26;2616001;Venturosa;17.870;0.592;0.570;0.751;0.484
PE;26;2616100;Verdejante;9.450;0.605;0.560;0.760;0.520
PE;26;2616183;Vertente do Lério;7.746;0.563;0.532;0.726;0.461
PE;26;2616209;Vertentes;19.976;0.582;0.602;0.728;0.450
PE;26;2616308;Vicência;32.157;0.605;0.551;0.754;0.534
PE;26;2616407;Vitória de Santo Antão;135.805;0.640;0.629;0.768;0.543
PE;26;2616506;Xexéu;14.584;0.552;0.549;0.703;0.436
AL;27;2700102;Água Branca;20.434;0.639;0.600;0.763;0.569
AL;27;2700201;Anadia;17.847;0.568;0.546;0.756;0.444
AL;27;2700300;Arapiraca;231.053;0.649;0.638;0.780;0.549
AL;27;2700409;Atalaia;47.298;0.736;0.707;0.854;0.660
AL;27;2700508;Barra de Santo Antônio;15.742;0.557;0.552;0.732;0.428
AL;27;2700607;Barra de São Miguel;8.266;0.615;0.638;0.767;0.475
AL;27;2700706;Batalha;18.496;0.594;0.563;0.752;0.496
AL;27;2700805;Belém;4.585;0.746;0.751;0.822;0.673
AL;27;2700904;Belo Monte;6.775;0.517;0.507;0.725;0.376
AL;27;2701001;Boca da Mata;27.399;0.604;0.560;0.758;0.518
AL;27;2701100;Branquinha;10.745;0.513;0.534;0.699;0.362
AL;27;2701209;Cacimbinhas;10.818;0.531;0.559;0.697;0.384
AL;27;2701308;Cajueiro;21.355;0.562;0.542;0.691;0.473
AL;27;2701357;Campestre;6.978;0.698;0.712;0.843;0.566
AL;27;2701407;Campo Alegre;56.430;0.714;0.677;0.845;0.636
AL;27;2701506;Campo Grande;9.664;0.784;0.790;0.844;0.724
AL;27;2701605;Canapi;17.976;0.506;0.504;0.719;0.357
AL;27;2701704;Capela;17.507;0.615;0.596;0.766;0.510
AL;27;2701803;Carneiros;8.969;0.526;0.517;0.709;0.398
AL;27;2701902;Chã Preta;7.421;0.575;0.537;0.737;0.481
AL;27;2702009;Coité do Nóia;10.992;0.533;0.520;0.730;0.398
AL;27;2702108;Colônia Leopoldina;21.636;0.517;0.548;0.693;0.363
AL;27;2702207;Coqueiro Seco;5.870;0.586;0.582;0.757;0.457
AL;27;2702306;Coruripe;56.631;0.626;0.591;0.769;0.541
AL;27;2702355;Craíbas;24.288;0.525;0.517;0.687;0.408
AL;27;2702405;Delmiro Gouveia;51.997;0.612;0.599;0.774;0.494
AL;27;2702504;Dois Riachos;11.224;0.532;0.513;0.762;0.385
AL;27;2702553;Estrela de Alagoas;18.306;0.534;0.515;0.720;0.410
AL;27;2702603;Feira Grande;22.432;0.533;0.512;0.736;0.402
AL;27;2702702;Feliz Deserto;4.746;0.565;0.550;0.708;0.462
AL;27;2702801;Flexeiras;12.917;0.527;0.528;0.693;0.400
AL;27;2702900;Girau do Ponciano;40.519;0.536;0.498;0.762;0.405
AL;27;2703007;Ibateguara;15.803;0.518;0.517;0.684;0.393
AL;27;2703106;Igaci;26.041;0.564;0.547;0.774;0.424
AL;27;2703205;Igreja Nova;24.575;0.568;0.556;0.771;0.428
AL;27;2703304;Inhapi;18.621;0.484;0.501;0.718;0.316
AL;27;2703403;Jacaré dos Homens;5.429;0.583;0.543;0.759;0.481
AL;27;2703502;Jacuípe;7.162;0.548;0.532;0.755;0.410
AL;27;2703601;Japaratinga;8.350;0.570;0.560;0.735;0.451
AL;27;2703700;Jaramataia;5.695;0.552;0.532;0.701;0.451
AL;27;2703759;Jequiá da Praia;11.869;0.556;0.517;0.772;0.430
AL;27;2703809;Joaquim Gomes;24.061;0.531;0.509;0.764;0.386
AL;27;2703908;Jundiá;4.269;0.595;0.552;0.775;0.492
AL;27;2704005;Junqueiro;25.084;0.575;0.586;0.714;0.454
AL;27;2704104;Lagoa da Canoa;18.343;0.552;0.541;0.703;0.443
AL;27;2704203;Limoeiro de Anadia;28.621;0.580;0.575;0.742;0.457
AL;27;2704302;Maceió;1.013.773;0.721;0.739;0.799;0.635
AL;27;2704401;Major Isidoro;20.047;0.566;0.566;0.755;0.424
AL;27;2704906;Mar Vermelho;3.622;0.577;0.540;0.766;0.465
AL;27;2704500;Maragogi;32.171;0.574;0.556;0.766;0.443
AL;27;2704609;Maravilha;9.770;0.781;0.758;0.886;0.708
AL;27;2704708;Marechal Deodoro;51.132;0.642;0.641;0.793;0.520
AL;27;2704807;Maribondo;13.665;0.597;0.581;0.751;0.487
AL;27;2705002;Mata Grande;25.590;0.504;0.506;0.685;0.369
AL;27;2705101;Matriz de Camaragibe;25.008;0.584;0.541;0.777;0.473
AL;27;2705200;Messias;17.576;0.568;0.557;0.714;0.460
AL;27;2705309;Minador do Negrão;5.425;0.563;0.541;0.767;0.430
AL;27;2705408;Monteirópolis;7.241;0.539;0.497;0.710;0.443
AL;27;2705507;Murici;28.335;0.527;0.542;0.685;0.395
AL;27;2705606;Novo Lino;12.643;0.521;0.546;0.690;0.375
AL;27;2705705;Olho d'Água das Flores;21.641;0.565;0.568;0.752;0.422
AL;27;2705804;Olho d'Água do Casado;9.298;0.525;0.527;0.785;0.350
AL;27;2705903;Olho d'Água Grande;5.178;0.503;0.473;0.673;0.399
AL;27;2706000;Olivença;11.688;0.493;0.513;0.677;0.345
AL;27;2706109;Ouro Branco;11.537;0.764;0.753;0.872;0.680
AL;27;2706208;Palestina;5.004;0.732;0.717;0.848;0.645
AL;27;2706307;Palmeira dos Índios;73.878;0.638;0.625;0.794;0.523
AL;27;2706406;Pão de Açúcar;24.878;0.593;0.536;0.793;0.491
AL;27;2706422;Pariconha;10.601;0.548;0.526;0.754;0.416
AL;27;2706448;Paripueira;12.887;0.605;0.595;0.767;0.486
AL;27;2706505;Passo de Camaragibe;15.419;0.533;0.513;0.703;0.421
AL;27;2706604;Paulo Jacinto;7.682;0.589;0.551;0.732;0.507
AL;27;2706703;Penedo;64.074;0.630;0.602;0.774;0.536
AL;27;2706802;Piaçabuçu;18.011;0.572;0.538;0.727;0.479
AL;27;2706901;Pilar;35.295;0.610;0.578;0.771;0.509
AL;27;2707008;Pindoba;2.956;0.574;0.579;0.703;0.465
AL;27;2707107;Piranhas;24.950;0.721;0.699;0.848;0.631
AL;27;2707206;Poço das Trincheiras;14.493;0.526;0.484;0.719;0.419
AL;27;2707305;Porto Calvo;27.288;0.586;0.558;0.723;0.498
AL;27;2707404;Porto de Pedras;8.151;0.541;0.542;0.769;0.379
AL;27;2707503;Porto Real do Colégio;20.205;0.551;0.513;0.758;0.431
AL;27;2707602;Quebrangulo;11.592;0.559;0.536;0.775;0.421
AL;27;2707701;Rio Largo;75.645;0.643;0.616;0.788;0.547
AL;27;2707800;Roteiro;6.803;0.505;0.524;0.672;0.365
AL;27;2707909;Santa Luzia do Norte;7.325;0.597;0.580;0.770;0.477
AL;27;2708006;Santana do Ipanema;47.820;0.591;0.579;0.770;0.463
AL;27;2708105;Santana do Mundaú;11.009;0.519;0.513;0.752;0.362
AL;27;2708204;São Brás;7.034;0.572;0.533;0.732;0.480
AL;27;2708303;São José da Laje;24.048;0.573;0.574;0.755;0.434
AL;27;2708402;São José da Tapera;32.271;0.527;0.508;0.703;0.409
AL;27;2708501;São Luís do Quitunde;34.623;0.536;0.550;0.701;0.400
AL;27;2708600;São Miguel dos Campos;60.539;0.623;0.612;0.770;0.514
AL;27;2708709;São Miguel dos Milagres;7.876;0.591;0.545;0.752;0.504
AL;27;2708808;São Sebastião;34.211;0.772;0.747;0.875;0.703
AL;27;2708907;Satuba;13.381;0.660;0.619;0.794;0.585
AL;27;2708956;Senador Rui Palmeira;13.909;0.518;0.481;0.728;0.398
AL;27;2709004;Tanque d'Arca;6.319;0.555;0.531;0.748;0.430
AL;27;2709103;Taquarana;19.980;0.541;0.529;0.710;0.421
AL;27;2709152;Teotônio Vilela;44.169;0.564;0.549;0.700;0.466
AL;27;2709202;Traipu;27.798;0.532;0.499;0.765;0.395
AL;27;2709301;União dos Palmares;66.017;0.593;0.590;0.764;0.462
AL;27;2709400;Viçosa;26.212;0.775;0.758;0.883;0.696
SE;28;2800100;Amparo de São Francisco;2.374;0.611;0.569;0.728;0.550
SE;28;2800209;Aquidabã;21.312;0.578;0.573;0.747;0.452
SE;28;2800308;Aracaju;632.744;0.770;0.784;0.823;0.708
SE;28;2800407;Arauá;10.574;0.595;0.550;0.783;0.490
SE;28;2800506;Areia Branca;18.164;0.682;0.647;0.790;0.621
SE;28;2800605;Barra dos Coqueiros;28.677;0.649;0.647;0.776;0.545
SE;28;2800670;Boquim;26.750;0.604;0.581;0.771;0.492
SE;28;2800704;Brejo Grande;8.218;0.540;0.515;0.701;0.435
SE;28;2801009;Campo do Brito;17.858;0.621;0.625;0.793;0.484
SE;28;2801108;Canhoba;4.057;0.569;0.553;0.722;0.462
SE;28;2801207;Canindé de São Francisco;28.279;0.567;0.566;0.741;0.435
SE;28;2801306;Capela;33.374;0.615;0.596;0.766;0.510
SE;28;2801405;Carira;21.484;0.588;0.581;0.791;0.442
SE;28;2801504;Carmópolis;15.622;0.643;0.623;0.783;0.546
SE;28;2801603;Cedro de São João;5.890;0.623;0.608;0.731;0.543
SE;28;2801702;Cristinápolis;17.911;0.553;0.540;0.755;0.414
SE;28;2801900;Cumbe;3.985;0.604;0.576;0.748;0.512
SE;28;2802007;Divina Pastora;4.890;0.610;0.571;0.753;0.527
SE;28;2802106;Estância;68.405;0.647;0.627;0.782;0.552
SE;28;2802205;Feira Nova;5.573;0.600;0.581;0.807;0.460
SE;28;2802304;Frei Paulo;15.047;0.589;0.623;0.768;0.428
SE;28;2802403;Gararu;11.724;0.564;0.544;0.783;0.422
SE;28;2802502;General Maynard;3.231;0.645;0.609;0.776;0.567
SE;28;2802601;Gracho Cardoso;5.848;0.577;0.562;0.729;0.468
SE;28;2802700;Ilha das Flores;8.597;0.562;0.514;0.735;0.469
SE;28;2802809;Indiaroba;17.385;0.580;0.533;0.772;0.475
SE;28;2802908;Itabaiana;93.572;0.642;0.645;0.801;0.513
SE;28;2803005;Itabaianinha;41.404;0.556;0.555;0.761;0.407
SE;28;2803104;Itabi;5.017;0.602;0.569;0.748;0.512
SE;28;2803203;Itaporanga d'Ajuda;33.317;0.561;0.548;0.779;0.414
SE;28;2803302;Japaratuba;18.288;0.621;0.581;0.757;0.544
SE;28;2803401;Japoatã;13.245;0.560;0.551;0.700;0.455
SE;28;2803500;Lagarto;102.257;0.625;0.613;0.775;0.515
SE;28;2803609;Laranjeiras;29.130;0.642;0.589;0.772;0.582
SE;28;2803708;Macambira;6.824;0.583;0.573;0.728;0.474
SE;28;2803807;Malhada dos Bois;3.653;0.599;0.560;0.722;0.531
SE;28;2803906;Malhador;12.598;0.587;0.587;0.781;0.442
SE;28;2804003;Maruim;17.151;0.618;0.590;0.781;0.511
SE;28;2804102;Moita Bonita;11.395;0.587;0.596;0.792;0.429
SE;28;2804201;Monte Alegre de Sergipe;14.853;0.553;0.539;0.726;0.431
SE;28;2804300;Muribeca;7.642;0.626;0.575;0.771;0.554
SE;28;2804409;Neópolis;18.958;0.589;0.575;0.702;0.505
SE;28;2804458;Nossa Senhora Aparecida;8.830;0.577;0.577;0.774;0.430
SE;28;2804508;Nossa Senhora da Glória;35.726;0.587;0.591;0.750;0.456
SE;28;2804607;Nossa Senhora das Dores;26.240;0.600;0.579;0.749;0.497
SE;28;2804706;Nossa Senhora de Lourdes;6.494;0.598;0.560;0.719;0.532
SE;28;2804805;Nossa Senhora do Socorro;177.344;0.664;0.620;0.811;0.581
SE;28;2804904;Pacatuba;14.164;0.675;0.605;0.779;0.652
SE;28;2805000;Pedra Mole;3.199;0.593;0.599;0.698;0.499
SE;28;2805109;Pedrinhas;9.449;0.592;0.568;0.750;0.486
SE;28;2805208;Pinhão;6.440;0.654;0.649;0.806;0.534
SE;28;2805307;Pirambu;9.063;0.603;0.558;0.764;0.515
SE;28;2805406;Poço Redondo;33.757;0.529;0.519;0.760;0.376
SE;28;2805505;Poço Verde;23.416;0.561;0.563;0.751;0.417
SE;28;2805604;Porto da Folha;28.492;0.568;0.537;0.739;0.462
SE;28;2805703;Propriá;29.655;0.661;0.629;0.776;0.593
SE;28;2805802;Riachão do Dantas;19.976;0.539;0.527;0.781;0.381
SE;28;2805901;Riachuelo;10.033;0.617;0.591;0.766;0.520
SE;28;2806008;Ribeirópolis;18.362;0.613;0.610;0.769;0.490
SE;28;2806107;Rosário do Catete;10.364;0.631;0.603;0.731;0.571
SE;28;2806206;Salgado;20.083;0.609;0.588;0.789;0.486
SE;28;2806305;Santa Luzia do Itanhy;13.836;0.545;0.513;0.764;0.414
SE;28;2806503;Santa Rosa de Lima;3.913;0.757;0.726;0.843;0.710
SE;28;2806404;Santana do São Francisco;7.607;0.590;0.544;0.716;0.526
SE;28;2806602;Santo Amaro das Brotas;12.025;0.637;0.613;0.778;0.543
SE;28;2806701;São Cristóvão;86.979;0.662;0.624;0.800;0.581
SE;28;2806800;São Domingos;10.971;0.765;0.769;0.861;0.675
SE;28;2806909;São Francisco;3.847;0.723;0.705;0.814;0.658
SE;28;2807006;São Miguel do Aleixo;3.902;0.567;0.571;0.753;0.424
SE;28;2807105;Simão Dias;40.526;0.604;0.579;0.775;0.492
SE;28;2807204;Siriri;8.677;0.609;0.565;0.740;0.541
SE;28;2807303;Telha;3.170;0.604;0.564;0.722;0.542
SE;28;2807402;Tobias Barreto;51.375;0.557;0.609;0.702;0.404
SE;28;2807501;Tomar do Geru;13.200;0.551;0.520;0.746;0.432
SE;28;2807600;Umbaúba;24.545;0.579;0.567;0.719;0.476
BA;29;2900108;Abaíra;9.226;0.603;0.577;0.746;0.510
BA;29;2900207;Abaré;19.574;0.575;0.533;0.776;0.460
BA;29;2900306;Acajutiba;15.717;0.582;0.560;0.723;0.487
BA;29;2900355;Adustina;17.153;0.546;0.526;0.718;0.432
BA;29;2900405;Água Fria;17.043;0.550;0.529;0.747;0.422
BA;29;2900603;Aiquara;4.767;0.583;0.573;0.733;0.471
BA;29;2900702;Alagoinhas;154.495;0.683;0.681;0.790;0.592
BA;29;2900801;Alcobaça;23.282;0.608;0.611;0.771;0.476
BA;29;2900900;Almadina;6.145;0.563;0.563;0.751;0.421
BA;29;2901007;Amargosa;37.807;0.625;0.616;0.807;0.492
BA;29;2901106;Amélia Rodrigues;26.441;0.666;0.609;0.810;0.600
BA;29;2901155;América Dourada;16.923;0.561;0.506;0.751;0.464
BA;29;2901205;Anagé;20.096;0.540;0.549;0.771;0.371
BA;29;2901304;Andaraí;13.723;0.555;0.540;0.764;0.415
BA;29;2901353;Andorinha;14.791;0.588;0.586;0.731;0.474
BA;29;2901403;Angical;14.724;0.625;0.564;0.778;0.556
BA;29;2901502;Anguera;11.299;0.589;0.565;0.766;0.471
BA;29;2901601;Antas;19.183;0.592;0.573;0.739;0.491
BA;29;2901700;Antônio Cardoso;12.225;0.561;0.544;0.768;0.422
BA;29;2901809;Antônio Gonçalves;12.187;0.598;0.580;0.741;0.498
BA;29;2901908;Aporá;19.146;0.548;0.516;0.751;0.425
BA;29;2901957;Apuarema;7.762;0.552;0.555;0.735;0.413
BA;29;2902054;Araças;12.450;0.570;0.540;0.744;0.462
BA;29;2902005;Aracatu;14.089;0.581;0.591;0.754;0.439
BA;29;2902104;Araci;56.370;0.534;0.534;0.747;0.381
BA;29;2902203;Aramari;11.314;0.588;0.568;0.761;0.470
BA;29;2902252;Arataca;11.737;0.559;0.557;0.758;0.413
BA;29;2902302;Aratuípe;9.127;0.575;0.570;0.753;0.443
BA;29;2902401;Aurelino Leal;13.089;0.568;0.555;0.759;0.434
BA;29;2902500;Baianópolis;14.195;0.589;0.543;0.763;0.492
BA;29;2902609;Baixa Grande;21.197;0.585;0.549;0.775;0.471
BA;29;2902658;Banzaê;13.711;0.579;0.539;0.769;0.468
BA;29;2902708;Barra;54.188;0.557;0.503;0.750;0.457
BA;29;2902807;Barra da Estiva;22.394;0.575;0.566;0.717;0.469
BA;29;2902906;Barra do Choça;34.853;0.551;0.563;0.770;0.386
BA;29;2903003;Barra do Mendes;14.526;0.630;0.578;0.784;0.553
BA;29;2903102;Barra do Rocha;6.424;0.577;0.585;0.705;0.465
BA;29;2903201;Barreiras;153.918;0.721;0.695;0.807;0.668
BA;29;2903235;Barro Alto;15.377;0.742;0.701;0.854;0.682
BA;29;2903300;Barro Preto;6.492;0.602;0.576;0.744;0.508
BA;29;2903276;Barrocas;15.770;0.610;0.574;0.786;0.503
BA;29;2903409;Belmonte;23.759;0.705;0.699;0.820;0.611
BA;29;2903508;Belo Campo;18.383;0.575;0.562;0.760;0.444
BA;29;2903607;Biritinga;15.799;0.538;0.525;0.738;0.402
BA;29;2903706;Boa Nova;14.577;0.567;0.535;0.753;0.453
BA;29;2903805;Boa Vista do Tupim;18.658;0.551;0.514;0.729;0.447
BA;29;2903904;Bom Jesus da Lapa;69.526;0.633;0.615;0.775;0.533
BA;29;2903953;Bom Jesus da Serra;10.554;0.546;0.535;0.749;0.407
BA;29;2904001;Boninal;14.585;0.612;0.564;0.789;0.514
BA;29;2904050;Bonito;16.873;0.670;0.714;0.831;0.508
BA;29;2904100;Boquira;22.429;0.603;0.564;0.782;0.497
BA;29;2904209;Botuporã;11.021;0.575;0.543;0.754;0.464
BA;29;2904308;Brejões;15.214;0.597;0.560;0.775;0.490
BA;29;2904407;Brejolândia;10.698;0.592;0.533;0.746;0.523
BA;29;2904506;Brotas de Macaúbas;11.070;0.570;0.552;0.754;0.445
BA;29;2904605;Brumado;69.255;0.656;0.630;0.807;0.554
BA;29;2904704;Buerarema;19.283;0.613;0.604;0.772;0.495
BA;29;2904753;Buritirama;21.549;0.565;0.504;0.761;0.471
BA;29;2904803;Caatiba;10.166;0.561;0.579;0.752;0.406
BA;29;2904852;Cabaceiras do Paraguaçu;18.978;0.581;0.525;0.763;0.490
BA;29;2904902;Cachoeira;34.535;0.647;0.615;0.762;0.577
BA;29;2905008;Caculé;23.545;0.637;0.621;0.769;0.541
BA;29;2905107;Caém;10.143;0.546;0.535;0.701;0.434
BA;29;2905156;Caetanos;15.982;0.542;0.536;0.725;0.409
BA;29;2905206;Caetité;52.531;0.625;0.631;0.801;0.484
BA;29;2905305;Cafarnaum;18.695;0.584;0.554;0.734;0.490
BA;29;2905404;Cairu;17.730;0.627;0.600;0.807;0.510
BA;29;2905503;Caldeirão Grande;13.641;0.573;0.526;0.758;0.473
BA;29;2905602;Camacan;33.197;0.581;0.608;0.768;0.419
BA;29;2905701;Camaçari;286.919;0.694;0.681;0.798;0.616
BA;29;2905800;Camamu;36.435;0.565;0.562;0.710;0.452
BA;29;2905909;Campo Alegre de Lourdes;29.938;0.557;0.516;0.778;0.430
BA;29;2906006;Campo Formoso;72.271;0.586;0.566;0.749;0.475
BA;29;2906105;Canápolis;10.142;0.722;0.721;0.872;0.598
BA;29;2906204;Canarana;26.382;0.693;0.735;0.825;0.549
BA;29;2906303;Canavieiras;33.268;0.590;0.596;0.796;0.434
BA;29;2906402;Candeal;9.011;0.587;0.554;0.787;0.465
BA;29;2906501;Candeias;88.806;0.691;0.652;0.823;0.616
BA;29;2906600;Candiba;14.667;0.591;0.578;0.743;0.481
BA;29;2906709;Cândido Sales;26.855;0.601;0.565;0.798;0.482
BA;29;2906808;Cansanção;35.235;0.557;0.530;0.745;0.438
BA;29;2906824;Canudos;17.177;0.562;0.554;0.707;0.453
BA;29;2906857;Capela do Alto Alegre;12.118;0.599;0.582;0.770;0.480
BA;29;2906873;Capim Grosso;29.346;0.621;0.620;0.752;0.514
BA;29;2906899;Caraíbas;10.016;0.555;0.570;0.739;0.405
BA;29;2906907;Caravelas;22.548;0.616;0.626;0.791;0.473
BA;29;2907004;Cardeal da Silva;9.747;0.552;0.523;0.735;0.437
BA;29;2907103;Carinhanha;29.955;0.576;0.525;0.763;0.477
BA;29;2907202;Casa Nova;72.172;0.570;0.577;0.736;0.435
BA;29;2907301;Castro Alves;27.286;0.613;0.591;0.774;0.504
BA;29;2907400;Catolândia;3.672;0.582;0.554;0.786;0.452
BA;29;2907509;Catu;55.719;0.677;0.660;0.814;0.578
BA;29;2907558;Caturama;9.762;0.571;0.543;0.770;0.446
BA;29;2907608;Central;18.140;0.596;0.540;0.728;0.538
BA;29;2907707;Chorrochó;11.522;0.600;0.552;0.779;0.503
